                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                  1.269,                 5.0611,                 1.2762,                      0,                      0,                      0,                      0,                 2.1593,                 6.9455,                 2.3386,               8.26e-06,               8.26e-06,               8.26e-06
